id;artist;category;genre;title;year
100520;diverse;folk;dance hall;sveriges bã sta dansband 15;
100521;ã ã ã ã ã ã ã ã ã ã ãªã ã ã ;folk;folklore;ã ã³ã ã ãªã ã ã ã ã ã ã 3 3;1995
100522;darrell mansfield;folk;gospel;last chance boogie;1998
100523;gauchos 4;folk;;gauchos 4;
100524;jason o rouke;folk;celtic;the bunch of keys;
100525;ã â â ã â â¾ã ë ã â â ã â â¹;folk;gothic;ã å ë ã â ã â ;1993
100526;lauriete;folk;gospel;o segredo ã louvar;2002
100527;judy collins;folk;folk;live at newport 1959 1966;
100528;frans bauer;folk;folk; frans bauer;1994
100529;gary stroutsos;folk;native american;the native heart;1997
100530;ã ã â â¹ã ã ã â¼â³ã ã â â½ãœâ¾ã ã ã ;folk;gospel;best collection vol 1;
100531;mark david stewartloors;folk;;she can t cook or sew and she won t scrub your floors;
100532;majestic moods;folk;celtic;celtic dawn;1997
100533;fredl fesl;folk;comedy;anlass jodler best of ;2003
100534;various artists;folk;;shekinah 13 artists;2002
100535;dave gunning;folk;celtic;caught between shadows;
100536;fiddler s green;folk;;another stagebox disc 1;2000
100537;panseluta feraru;folk;folk;chants lautar de bucarest lautar songs from bucharest;2000
100538;the pleasant hill singers;folk;;music of angels songs of the shaker west;
100539;enzo avitabile;folk;folk;addã²;1996
100540;aca lukas;folk;folk;licna karta;
100541;battery9;folk;;strop;1996
100542;â kã nâ xâ ã ;folk;;â â â iâ sãƒâ ;
100543;tabu ley;folk;;babeti soukous;
100544;roland becker;folk;celtic;er rouã stevan;2000
100545;the walkabouts;folk;folk;trail of stars;1999
100546;diverse;folk;folk;gammel dansk humor 1960 1970;1967
100547;snap chouchenn;folk;celtic;dropping by for lunch;1999
100548;chjami aghjalesi;folk;folk;cuntrasti e ricuccate;1990
100549;roland utbult;folk;;sjung sjung halleluja;
100550;peter breinholt big parade;folk;;deep summer;1999
100551;stamps quartet j d sumners and the;folk;gospel;masters of gospel series ;1992
100552;stephan smith;folk;;new world worder;
100553;los huertas;folk;;populaere musik aus spanien;
100554;peter zinsli und res schmid;folk;folklore;schwyzerã rgeli;1989
100555;pekelo;folk;folk;pekelo s hana jam;1994
100556;john mogensen;folk;;der er noget galt i danmark cd1;
100557;seekers;folk;pop;future road;
100558;ã ã ã ã ã ã ã ã ãµã²ã ã ã ã ã ã ;folk;;ã ã ã ã ã ã ã ã ã ã ã ;
100559;robin holcomb;folk;folk;the big time;2002
100560;houghton weavers;folk;folk;the glory of love;
100563;tolcsvay bã la;folk;;szã p szerelmem magyarorszã g 1 napfã nyfia;
100564;sondre bratland;folk;;atterklang;
100565;old soles;folk;folk;old soles;2002
100566;raisa kyrychenko;folk;folk;cvite cheremshyna;2000
100567;james hall;folk;gospel;a james hall christmas;1999
100568;los alfonso;folk;;musica del paraguay;
100569;compilation;folk;;voices like ub40;
100570;variuos;folk;;syrtaki from greece sr ;
100571;ballycotton;folk;folk;a la cut;
100572;john brannen;folk;folk;scarecrow;2000
100573;rembetika;folk;folk;talking to charos;
100574;flunk;folk;electronic;for sleepyheads only;
100575;juliette greco;folk;;ã l olympia 1992 cd2;
100576;okay temiz;folk;;fis fis tziganes;
100577;ã ã ã ã ã ã ãšã ã ãªã ã ã ã ;folk;;ãžã ã ã ã ã ã ã ãªã ã ã ã ;
100578;suzanne mcdermott;folk;;ephemera;1998
100579;secret garden;folk;celtic;once in a red moon;2002
100580;atticus fault;folk;alternative;atticus fault;2001
100581;j p cormier;folk;;another morning;
100582;dj mariachi;folk;ethnic;a toda bachata;2003
100583;boiled in lead;folk;celtic rock;antler dance;1994
100584;irshaires;folk;celtic;irishaires;2001
100585;ani difranco;folk;pop folk;up up up up up up;1999
100586;renzo arbore e l orchestra italiana;folk;;insalata e mare;
100587;tomas michaud;folk;instrumental;new world flamenco jazz;2001
100588;micich espe;folk;folk;stacking stones;1998
100589;jacqui mcshees pentangle;folk;;at the little theatre;2000
100590;leonard cohen;folk;folk;blossoms of heaven ashes of hell cd 2;1993
100591;owl the pussycat;folk;indie;owl the pussycat;
100592;will tura;folk;;album 6 1968;
100593;david shepherd;folk;gospel;a shepherd s song of faith;
100594;the happy balloon;folk;indie;the fine art of ballooning;2001
100595;anthony;folk;folk;eens zal alles overgaan;2002
100596;the foremen;folk;folk;what s left;1996
100597;v vysotskij;folk;folk;zyganka s kartami;1999
100598;bregenzerwã lder dorfmusikanten;folk;volksmusik;melodie der heimat;
100599;jevgeni doga v babuskinel original soundtrack;folk;soundtrack;das zigeunerlager zieht in den himmel original soundtrack;1976
100600;various;folk;folk;children of the world;1994
100602;anne lorne gillies;folk;celtic;the songs of the gaels;1997
100603;bergfeuer;folk;folk;freiheit;1998
100604;dizionario della canzone italiana;folk;cabaret;17 cabaret 1;
100605;los palmera;folk;folklore;cuando el amor se daã a;2001
100606;mariona sagarra;folk;folk;frec a frec;2000
100607;the champions 1994;folk;;;
100608;dominguinhos;folk;folk;chegando de mansinho;
100609;marcel dadi;folk;folk;best of dadi;1989
10061;die krupps;newage;;volle kraft voraus;
100610;talleys;folk;gospel;life story;
100611;acanto;folk;soul;segnali di fumo;
100612;dervish;folk;folk;harmony hill;
100614;geantrai;folk;;the music makers;
100615;boogart;folk;;vã nner fã r livet;
100616;various;folk;afrikaans;ons eie musiek vir altyd;1997
100617;various;folk;ethnic;balkanija miracolo;2002
100618;osvaldo pugliese;folk;tango;maestro del tango;1996
100619;folk scat;folk;;folk scat;
100620;josã feliciano;folk;;best of cd1;
100621;wolter kroes;folk;folk;niemand anders;2002
100623;peggy watson;folk;;a thousand wishes;
100624;gospel joy;folk;gospel;higher and higher;2001
100625;lindsay and gowan;folk;;thoughts and stories;
100626;saddleback church;folk;;one nation under god;
100627;the pentangle;folk;folk;basket of light;
100628;john mayer;folk;pop;john mayer;2001
100629;stã phane durand;folk;folk rock;cosmic drone;2003
100630;meiway;folk;;extraterrestre;
100631;the irish brigade;folk;;better late than never;
100632;seelyhoo;folk;celtic;leetera;1998
100633;the iron horse;folk;folk rock;demons lovers;1997
100634;carlos nãºã ez;folk;folk;os amores libres;
100636;kim carnes;folk;folk rock;cafe racers;2001
100637;various artists;folk; mkd narodna ;goce fest 2001;2001
100638;eliza carthy;folk;folk;the definitive collection;2003
100639;diary of dreams;folk;gothic;freak perfume;
10064;peter white;newage;;promenade;
100640;nadau;folk;occitan bearnes;nadau en companhia zenith de pau 96;1996
100641;anelise knudsen;folk;folk;ballade 1;2002
100642;flatt scruggs;folk;;flatt scruggs 1959 1963 volume 5;
100643;officina zoe ;folk;pop folk;sangue vivo;2000
100644;various artists;folk;folk;polka treffen mit der steirischen harmonika;
100645;big timber bluegrass;folk;folk;the best of bluegrass;
100646;margo hennebach;folk;folk;comfort and joy;1998
100647;peter paul mary;folk;folk; moving ;1963
100648;varios;folk;folklore;parranda vallenata;
100649;herschel sizemore;folk;bluegrass;back in business;1993
100650;austria 7;folk;;a biss l mehr ;
100651;le mystã re des voix bulgares;folk;;le mystã re des voix bulgares vol 1;
100652;tres sudamericanos los ;folk;;todos los exitos;2001
100653;sing learn vol1;folk;folk;;
100654;kjarkas;folk;folk;kutimuy vuelve ;
100655;various artists;folk;folklore;the balkans yugoslavia hungary rumania;
100656;german hofmann;folk;;ochsenfurter musikantenherz;
100657;mama la terre;folk;;la vie en rose;
100658;egge ana;folk;folk;mile marker;1999
100659;shu bi dua;folk;pop folk;shu bi dua 14;1993
100660;lechner buam;folk;volksmusik;das so was gibt;
100661;wendy leigh;folk;celtic;harp piano solos 1999;1999
100662;ann reed;folk;folk;timing is everything;
100663;basia frydman;folk;;a fremde in der nacht;
100664;lena teigen;folk;;lena ii;
100665;varios artistas;folk;villancicos;antologã a de la navidad canaria;2000
100666;david francey;folk;;skating rink;
100667;terje tysland;folk;;hurra for m;
100668;schrammel slide;folk;;ja ja;
100669;horst chmela;folk;folklore;stolpern dã rfst ;
100670;lo mejor de confluencia;folk;ballad;confluencia;1997
100671;the gaels;folk;celtic;rince;1998
100672;vai vai;folk;samba;sambas de enredo cd 1 1978 a 1989;2001
100673;moving cloud;folk;;cuckanandy;
100674;florie brown;folk;;best of irish fiddle tunes;
100675;mexicanto;folk;folk;en el camino;
100676;el houssaine kili;folk;ethnic;safran;2000
100677;toquinho;folk;;instrumental;
100678;brian joens;folk;folk;hometown planet;
100679;â³â â â ã ã ã ã â ã ã â ;folk;folk;â¹ãœâ ã â â ã ã ãšâ 1;2001
100680;bill mcgarvey;folk;folk;tell your mother;2003
100681;keith hancock;folk;;madhouse;
100682;juan manuel serrat;folk;;versos en la boca;
100683;martin sexton;folk;folk;the american;1998
100684;oliver schroer;folk;celtic;celtica;
100685;ionatos;folk;;pas de titre;
100686;brian wiltsey;folk;folk rock;ghost on the outside;2003
100687;amadou mariam;folk;national folk;wati;2002
100688;sã guarabyra ao vivo;folk;mpb;sã guarabyra;
100689;dangaa khosbayar;folk;;altai;
100690;dertum;folk;;dertum;
100691;beto y franco;folk;vallenato;celebrando;2001
100692;matrix;folk;dance;djeca noci;
100693;bob dylan;folk;folk rock;live in england;1966
100694;various;folk;gospel;world s best acoustic worship;
100695;harry chapin;folk;folk;the essentials;
100696;kepa junkera;folk;folk;maren;2001
100697;double feature die 17 hippiestreppe;folk;pop folk;di grine kuzine soundtrack halbe feribot;2002
100698;alan lomax;folk;;caribbean voyage brown girl in the ring;
100699;sjã rã var fabbe;folk;folklore;och 14 andra sã nger om bã tar och vatten;1995
100700;jimmy sturr;folk;polka;dance with me;1998
100701;various;folk;;the best of folk music disc 1;
100702;golden gate quartet;folk;gospel;the 80 s;
100703;fairport convention;folk;;what we did on our holidays;
100704;seemanns chor elbe1;folk;;melodien in luv und lee;
100705;denis novatoa austria;folk;folklore;o du mein osterreich o moja avstrija o tu mia austria;1999
100706;cesarice;folk;;cesarice 2;
100707;suntrap;folk;folk;long winter coat;2001
100708;ã ã ãœã ã ã ã ã ;folk;folk;ãˆã ã ã ã ã² ãœã ã ãµã ã ã½ãªã ã ã ãœã ã ;
100709;hedningarna;folk;scandinavian;hedningarna;1989
100710;cosy sheridan;folk;folk;grand design;1999
100711;ron romanovsky;folk;pop;hopeful romantic;1992
100712;peter pickow;folk;folk;step one play the pennywhistle;2000
100713;driving with fergus;folk;celtic;the welcoming table;2002
100714;te vaka;folk;folklore;traditional contemporary music from the south seas;2000
100715;kate anna mcgarrigle;folk;;love over and over;
100716;toja;folk;;toja;2001
100717;ãšã ã ã ã ã ã ã ã ãªã²ã ã ;folk;chanson;ã ã¼ã ã ã ã ã ã ã ã ã ;2000
100718;kathy kelly;folk;folk;the best of;1999
100719;the electrics;folk;;visions and dreams;
100720;subway to sally;folk;gothic;album 1994;1994
100721;alejandro fatur;folk;;musica de bariloche vii un sueqo encendido;
100722;zillertaler schã¼rzenjã ger;folk;national folk;ischia isola bella;
100723;the rockefellas;folk;;the only year;
100724;demis roussos;folk;ballad;demis roussos greater love;1986
100726;ã å ã â¾;folk;folk;ã â ã âºâ ã æ â ã æ â ã æ â¼ã æ â ž;2000
100727;crannog;folk;celtic;let s not and say we did;
100728;jewel;folk;acoustic;spirit;2002
100729;various;folk;indo folk;a hot life;2003
100730;commissioned;folk;gospel;a collection;1991
100731;non trubada;folk;;tarantela;1996
100732;various artists;folk;;children s choice;
100733;various artists;folk;ethnic;global celebration passages;1993
100734;three mile limit;folk;;floating off somewhere else;1996
100735;caribe;folk;;musica del caribe;
100736;grupo niche;folk;salsa;lo mejor;1994
100737;charles gray;folk;gospel;continue 2 conquer;2000
100738;allison with one;folk;gothic;broken sound vol 2;
100739;various artists;folk;;noujoum rai 4;
100740;jack johnson;folk;pop folk;joat 1;
100741;buddy greene;folk;gospel;praise harmonica;2002
100742;marã a dolores pradera;folk;folk;marã a dolores pradera acompaã ada por los gemelos;1991
100743;die jungen klostertaler;folk;folk;ja gibt s denn sowas ;
100744;jimmy sturr;folk;;living on polka time;
100745;svanerne;folk;;der no en der har det ;1991
100746;rafa almarcha;folk;;nãºmeros antiguos;
100747;jan larsen;folk;folklore;gamle danske;
100748;jesed;folk;;corazon de arpa;
100749;skylark;folk;;all of it;
100750;duo balance;folk;;bunter fleck;
100751;fischer chã re;folk;chorus;weihnachtskonzert der fischer chã re;1989
100752;cam waters;folk;folk;shoetown;1996
100753;mazinho;folk;acoustic;som do mazinho 01;2002
100754;mã rtires del compã s;folk;folk rock;prohibido dã el cante;2002
100755;muammer ketencioglu;folk;folk;karanfili moruna;2001
100756;ballycotton;folk;folk;mondland;2003
100757;ibrahim tatlises;folk;national folk;selam olsun;1999
100758;tom paxton;folk;folk;looking for the moon;2002
100759;claire mann;folk;celtic;claire mann;2001
100760;the hybirds;folk;folk;the hybirds;1998
100761;lyle ford;folk;folk;lyle stephen ford;1996
100762;os morenos;folk;samba;pode chegar;
100763;keller williams;folk;;spun;
100764;bubbi;folk;folk rock;1000 kossa nã³tt;2003
100765;various artists;folk;celtic;windham hill celtic christmas;1995
100767;toshiko yonekawa;folk;;the worls of so;1982
100768;laurie geltman;folk;;no power steering;
100769;galadriel;folk;;chevalier dragan;
100770;diverse;folk;national folk;liederbestenliste live;1991
100771;sempre noi;folk;folk;sempre noi in concerto;
100773;various artists;folk;;celtic mystique;
100774;jewel;folk;;this way;
100775;ã â šâµã â šâ ã â šâ²ã æ â³ã â šâ ;folk;indie;saigenji;2002
100777;nino ferrer;folk;pop folk;la dã sabusion;1993
100778;harris newman;folk;folk;non sequiturs;2003
100779;ghymes;folk;folk;hã javarã zs;2002
100780;various artists;folk;folk;sayas y huayã os;
100781;ntalaras giwrgos symmetoxes 192 kbps;folk;greek live;3arxakos galanh synaulia live 1988 192 kbps;1988
100782;jean marc volcy;folk;folk;bonbon;2000
100783;various;folk;celtic;irish beer drinking favorites;1988
100784;eddy navia;folk;national folk;en charango;1990
100785;various artists;folk;folk;las mejores rumbas cd2;1991
100786;studio lea kinderkoor;folk;gospel;ik ken je wel ;2000
100787;gavino y la sombra;folk;tejano;mas que nunca;
100788;emily kurn;folk;folk rock;white bird;2003
100789;hubert von goisern;folk;austropop;trad;2000
100790;clocharles;folk;folk;clocharles;2001
100791;laurence nugent;folk;;traditional irish music for flute and tin whistle;
100792;various artists;folk;folklore;mestres da gaita;1997
100793;various;folk;;pipes drums of scotland;
100794;inca sapi;folk;;music of the andes;
100795;the divers;folk;;water;
100796;alpentrio tirol;folk;folk;made in austria;2002
100797;les ours du scorff;folk;celtic;la maison des bisous;1996
100798;lynn miles;folk;;chalk this one up to the moon;
100799;tramps;folk;folk;fireland;1998
100800;nuorva mã ki lohiluoma;folk;gospel;toisten tie;2000
100801;federico sirianni molotov orchestra;folk;folk;onde clandestine;
100802;sunita staneslow;folk;instrumental;city of gold;1997
100803;mo leverett;folk;folklore;the sacrament of life;
100804;g ntalaras;folk;greek;zwntanes hxografhseis;2004
100805;martyn joseph tom robinson steve knightley;folk;folk rock;faith folk anarchy;2002
100806;steve kritzer;folk;folk;keeper of the stones;1998
100807;basia szarek;folk;easy listening;my path of love;
100808;ãœã ã ãœã² ã ã ã ã ãÿã ã ã²;folk;folk;ã ã¹ãž ã ã ã ã ã ãµã ã ã ã ã ;2003
100809;varios;folk;celtic;celtic moods volumen 1 disco 1;2001
100810;him;folk;gothic rock;razorblade romance;2000
100811;paris londres;folk;folk;paris londres;1998
100812;gerardo alfonso;folk;folk;el ilustrado caballero de paris;2001
100813;the ecclestons;folk;celtic folk;the home fires;
100815;timoria;folk;folk rock;eta beta;1997
100816;kalai;folk;acoustic;acoustacism;2001
100817;stephen fearing;folk;;the assassin s apprentice;
100818;bob dylan;folk;folk;good as i been to you;
100819;blair douglas;folk;;a summer in skye;
100820;lashun pace;folk;gospel;just because god said it;1998
100821;kris kehr and stone poets;folk;;live at crowbar;
100822;brasil;folk;other;volumen 27;1999
100823;david roth;folk;folk;pearl diver;2004
100824;stacey board;folk;folk;drive;2001
