id;address;authors;authors_original;booktitle;date;editor;editors_original;institution;journal;month;note;pages;publisher;tech;title;type;volume;year
168;pa ;s e fahlman ;s e fahlman ;;1988;;;school of computer science carnegie mellon university pitts burgh ;;;;;;tech nical report cmu cs 88 162;an empirical study of learning speed in backpropagation networks ;;;
169;;s e fahlman ;s e fahlman ;;1988;;;cmu cs 88 162 computer science department carnegie mellon university pitts burgh;;;;;;tech rep ;an empirical study of learning speed in back propagation networks ;;;
170;;s e fahlman ;s e fahlman ;;1988;;;carnegie mellon university ;;;;;;technical report cmu cs 88 162;an empirical study of learning speed in back propagation networks ;;;
171;pittsburgh usa;s e fahlman ;s e fahlman ;;1998;;;school of computer science carnegie mellon university ;;;;;;technical report cmu cs 88 162;an empirical study of learning speed in backpropagation networks ;;;
172;pittsburgh pa ;scott e fahlman ;scott e fahlman ;;1988;;;school of computer science carnegie mellon university ;;;;;;technical report cmu cs 88 162;an empirical study of learning speed in back propagation networks ;;;
173;;s e fahlman ;s e fahlman ;;1988;;;cmu cs tr 88 162 carnegie mellon university;;;;;;technical report ;an empirical study of learning speed in back propagation networks ;;;
174;;s e fahlman ;s e fahlman ;;1988;;;cmu cs tr 88 162 carnegie mellon university;;;;;;technical report ;an empirical study of learning speed in back propagation networks ;;;
175;pittsburgh pa 15213;scott e fahlman ;scott e fahlman ;;1988;;;school of computer science carnegie mellon university ;;;;;;technical report cmu cs 88 162;an empirical study of learning speed in back propagation networks ;;;
176;pittsburgh pa ;scott e fahlman ;scott e fahlman ;;1988;;;school of computer science carnegie mellon university ;;;;;;technical report cmu cs 88 162;an empirical study of learning speed in back propagation networks ;;;
177;pittsburgh pa ;fahlman s ;fahlman s ;;1988;;;carnegie mellon university ;;;;;;cmu cs 88 162;an empirical study of learning speed in back propagation networks ;;;
178;;s e fahlman ;s e fahlman ;;1988;;;;;;;;;technical report cmu cs 88 162 carnegie mellon universtity technical report;an empirical study of learning speed in back propagation networks ;;;
179;;s e fahlman ;s e fahlman ;;1988;;;;;;;;;tech report cmu cs 88 162;an empirical study of learning speed in back propagation networks ;;;
180;pittsburgh pa ;fahlman s e ;fahlman s e ;;1988;;;carnegie mellon university ;;;;;;technical report cmu cs 88 162;an empirical study of learning speed in backpropagation networks ;;;
181;;s fahlman ;s fahlman ;;1988;;;;;;;;;cmu tech report cmu cs 88 162;an empirical study of learning speed in back propagation networks ;;;
182;;s e fahlman ;s e fahlman ;;1988;;;carnegie mellon computer science rpt ;;;;;;cmu cs 88 162;an empirical study of learning speed in back propagation networks ;;;
183;pittsburgh pa ;fahlman s e ;fahlman s e ;;1988;;;carnegie mellon university ;;;;;;report cmu cs 88 182;an empirical study of learning speed in back propagation networks ;;;
184;pittsburgh pa ;s e fahlman ;s e fahlman ;;1988;;;carnegie mellon university ;;;;;;technical report cmu cs 88 162;an empirical study of learning speed in backpropagation networks ;;;
185;pittsburgh pa ;scott e fahlman ;scott e fahlman ;;1988;;;school of computer science carnegie mellon university ;;;;;;technical report cmu cs 88 162;an empirical study of learning speed in back propagation networks ;;;
186;;s e fahlman ;s e fahlman ;;1988;;;;;;;;;cmu cs 88 162;of learning speed in back propagation networks ;;;
187;pittsburgh pa ;fahlman scott e ;fahlman scott e ;;1988;;;computer science department carnegie mellon university ;;;;;;technical report cmu cs 88 162;an empirical study of learning speed in back propagation networks ;;;
188;pittsburgh pa ;fahlman scott e ;fahlman scott e ;;1988;;;carnegie mellon university computer science department;;;;;;;an empirical study of learnin g speed in backpropagation networks technical report cmu cs 88 162;;;
189;;scott fahlman ;scott fahlman ;;1988;;;department of computer science carnegie mellon university ;;;;;;technical report cmu cs 88 162;an empirical study of learning speed in backpropagation networks ;;;
190;;scott fahlman ;scott fahlman ;;1988;;;department of computer science carnegie mellon university ;;;;;;technical report cmu cs 88 162;an empirical study of learning speed in backpropagation networks ;;;
191;;scott fahlman ;scott fahlman ;;1988;;;department of computer science carnegie mellon university ;;;;;;technical report cmu cs 88 162;an empirical study of learning speed in backpropagation networks ;;;
192;pittsburgh pa ;fahlman s e and lebiere c ;fahlman s e and lebiere c ;;1991;;;carnegie mellon university ;;;;;;technical report cmu cs 90 100;the cascade correlation learning architecture ;;;
193;pittsburgh pa ;s e fahlman and c lebiere ;s e fahlman and c lebiere ;;1991;;;carnegie mellon university ;;;;;;technical report cmu cs 90 100;the cascade correlation learning architecture ;;;
194;pittsburgh pa ;s e fahlman and c lebiere ;s e fahlman and c lebiere ;;1991;;;carnegie mellon university ;;;;;;technical report cmu cs 90 100;the cascade correlation learning architecture ;;;
195;pittsburgh pa 15213;fahlman s e lebiere c ;fahlman s e lebiere c ;;1990;;;school of computer science carnegie mellon university ;;;;;;technical report cmu cs 90 100;the cascade correlation learning architec ture ;;;
196;pittsburgh pa 15213;fahlman s e lebiere c ;fahlman s e lebiere c ;;1990;;;school of computer science carnegie mellon university ;;;;;;technical report cmu cs 90 100;the cascade correlation learning architecture ;;;
197;;fahlman s e and lebiere c ;fahlman s e and lebiere c ;;1990;;;carnegie mellon universtity ;;;;;;technical report cmu cs 90 100;the cascade correlation learning architecture ;;;
198;pittsburgh pa 15213;fahlman s e and lebiere c ;fahlman s e and lebiere c ;;1990;;;school of computer science carnegie mellon university ;;;;;;technical report cmu cs 90 100;the cascade correlation learning architecture ;;;
199;pittsburgh pa ;fahlman s e and lebiere c ;fahlman s e and lebiere c ;;1990;;;school of computer science carnegie mellon university ;;;;;;technical report cmu cs 90 100;the cascade correlation learning architecture ;;;
200;pittsburgh pa ;fahlman s e and lebiere c ;fahlman s e and lebiere c ;;1990;;;school of computer science carnegie mellon university ;;;;;;technical report cmu cs 90 100;the cascade correlation learning architecture ;;;
201;pittsburgh pa ;fahlman s e and lebiere c ;fahlman s e and lebiere c ;;1990;;;school of computer science carnegie mellon university ;;;;;;technical report cmu cs 90 100;the cascade correlation learning architecture ;;;
202;pittsburgh pa ;fahlman s e lebiere c ;fahlman s e lebiere c ;;1989;;;carnegie mellon university computer science department ;;;;;;technical rep cmu cs 90 100;cascade correlation learning architecture;;;
203;pittsburgh pa ;fahlman s e lebiere c ;fahlman s e lebiere c ;;1989;;;carnegie mellon university computer science department ;;;;;;technical rep cmu cs 90 100;cascade correlation learning architecture;;;
204;pittsburgh pa ;fahlman s e lebiere c ;fahlman s e lebiere c ;;1989;;;carnegie mellon university computer science department ;;;;;;tech rep cmu cs 90 100;cascade correlation learning architecture;;;
205;pittsburgh ;fahlman s and lebiere c ;fahlman s and lebiere c ;;1990;;;carnegie mellon university ;;;;;;technical report cmu cs 90 100;the cascade correlation learning architecture ;;;
206;pittsburgh ;fahlman s and lebiere c ;fahlman s and lebiere c ;;1990;;;carnegie mellon university ;;;;;;technical report cmu cs 90 100;the cascade correlation learning architecture ;;;
207;pitts burgh pa;s e fahlman and c lebiere ;s e fahlman and c lebiere ;;1990;;;school of computer science carnegie mellon university ;;;;;;technical report cmu cs 90 100;the cascade correlation learning architecture ;;;
208;;fahlman s e lebiere c ;fahlman s e lebiere c ;;1990;;;carnegie mellon university ;;;;;;technical report cmu cs 90 100;the cascade correlation learning architecture ;;;
209;pittsburgh pa 15213;fahlman s and lebiere c ;fahlman s and lebiere c ;;1990;;;school of computer science carnegie mellon university ;;;;;;cmu cs 90 100;the cascade correlation learning architecture ;;;
210;pittsburgh pa 15213;s e fahlman and c lebiere ;s e fahlman and c lebiere ;;1990;;;school of computer science carnegie mellon university ;;;;;;tech rep cmu cs 90 100;the cascade correlation learning architecture ;;;
211;;s e fahlman and c lebiere ;s e fahlman and c lebiere ;;1990;;;carnegie mellon university ;;;;;;technical report cmu cs 90 100;the cascade correlation learning architecture ;;;
212;;s e fahlman and c lebiere ;s e fahlman and c lebiere ;;1990;;;;;;;;;technical report cmu cs 90 100;the cascade correlation learning architecture ;;;
213;pittsburgh pa 15213;fahlman s and lebiere c ;fahlman s and lebiere c ;;1990;;;school of computer science carnegie mellon university ;;;;;;cmu cs 90 100;the cascade correlation learning architecture ;;;
214;;scott e fahlman and christian lebiere ;scott e fahlman and christian lebiere ;;1990;;;carnegie mellon university school of computer science ;;;;;;technical report cmu cs 90 100;the cascade correlation learning architecture ;;;
215;pittsburgh pa ;fahlman s e and lebiere c ;fahlman s e and lebiere c ;;1990;;;school of computer science carnegie mellon university ;;;;;;tech rep cmu cs 90 100;the cascade correlation learning architecture ;;;
216;pittsburgh pa ;fahlman s e and lebiere c ;fahlman s e and lebiere c ;;1990;;;school of computer science carnegie mellon university ;;;;;;tech rep cmu cs 90 100;the cascade correlation learning architecture ;;;
217;pittsburgh pa ;fahlman s e and lebiere c ;fahlman s e and lebiere c ;;1990;;;school of computer science carnegie mellon university ;;;;;;tech rep cmu cs 90 100;the cascade correlation learning architecture ;;;
218;pittsburgh pa ;fahlman s e and lebiere c ;fahlman s e and lebiere c ;;1990;;;school of computer science carnegie mellon university ;;;;;;tech rep cmu cs 90 100;the cascade correlation learning architecture ;;;
219;pittsburgh pa ;fahlman s e and lebiere c ;fahlman s e and lebiere c ;;1990;;;school of computer science carnegie mellon university ;;;;;;tech rep cmu cs 90 100;the cascade correlation learning architecture ;;;
220;;s e fahlman and c lebiere ;s e fahlman and c lebiere ;;1990;;;carnegie mellon university ;;;;;;technical report cmu cs 90 100;the cascade correlation learning architecture ;;;
221;;s e fahlman and c lebiere ;s e fahlman and c lebiere ;;1991;;;carnegie mellon university ;;;;;;technical report cmu cs tr 91 100;the cascade correlation learning architecture ;;;
222;;s e fahlman and c lebiere ;s e fahlman and c lebiere ;;1991;;;carnegie mellon university ;;;;;;technical report cmu cs tr 91 100;the cascade correlation learning architecture ;;;
223;pittsburgh pa ;fahlman s lebiere c ;fahlman s lebiere c ;;1991;;;carnegie mellon university ;;;;;;technical report cmu cs 90 100;the cascade correlation learning architecture ;;;
224;;s fahlman and c lebiere ;s fahlman and c lebiere ;;1990;;;carnegie mellon university school of computer science ;;;;;;tech report cmu cs 90 100;the casade correlation learning architecture ;;;
225;;s e fahlman and c lebiere ;s e fahlman and c lebiere ;;1990;;;carnegie mellon computer science;;;;;;rpt cmu cs 90 100;the cascade correlation learning architecture ;;;
226;pittsburgh pa ;fahlman s e and lebiere c ;fahlman s e and lebiere c ;;1990;;;school of computer science carnegie mellon university ;;;;;;technical report cmu cs 90 100;the cascade correlation learning architecture ;;;
227;;fahlman s and lebiere c ;fahlman s and lebiere c ;;1990;;;;;;;;;carnegie mellon report cmu cs 90 100;the cascade correlation learning architecture ;;;
228;pittsburgh pa 15213;fahlman s and lebiere c ;fahlman s and lebiere c ;;1990;;;school of computer science carnegie mellon university ;;;;;;cmu cs 90 100;the cascade correlation learning architecture ;;;
229;pittsburgh pa 15213;scott e fahlman and christian lebiere ;scott e fahlman and christian lebiere ;;1990;;;school of computer science carnegie mellon university ;;;;;;technical report cmu cs 90 100;the cascade correlation learning architecture ;;;
230;pittsburgh pa 15213;s e fahlman and christian lebiere ;s e fahlman and christian lebiere ;;1990;;;school of computer science carnegie mellon university ;;;;;;technical report cmu cs 90 100;the cascade correlation learning architecture ;;;
231;;s fahlman and c lebiere ;s fahlman and c lebiere ;;1990;;;;;;;;;cmu tech report cmu cs 90 100;the cascade correlation learning architecture ;;;
232;pittsburgh pa 15213;fahlman s and lebiere c ;fahlman s and lebiere c ;;1990;;;school of computer science carnegie mellon university ;;;;;;cmu cs 90 100;the cascade correlation learning architecture ;;;
233;pittsburgh pa 15213;fahlman s and lebiere c ;fahlman s and lebiere c ;;1990;;;school of computer science carnegie mellon university ;;;;;;cmu cs 90 100;the cascade correlation learning architecture ;;;
234;pittsburgh pa 15213;fahlman s and lebiere c ;fahlman s and lebiere c ;;1990;;;school of computer science carnegie mellon university ;;;;;;cmu cs 90 100;the cascade correlation learning architecture ;;;
235;pittsburgh pa ;s fahlman and c lebiere ;s fahlman and c lebiere ;;1990;;;school of computer science carnegie mellon university ;;;;;;tech rep cmu cs 90 100;the cascade correlation learning architecture ;;;
236;pittsburgh pa 15213;s e fahlman and c lebiere ;s e fahlman and c lebiere ;;1991;;;school of computer science carnegie mellon university ;;;;;;technical report ;the cascade correlation learning architecture ;;;
